ID;Nombre;Ingredientes;Cocinado;Tiempo;Calorias;Descripcion;Ingredientes;Categorias_App;Subcategorias_App
111C;Brochetas de pavo y piña;(150g) pavo, (2 rodajas) piña natural, (0.5 ud) pimiento verde, (1 cda) AOVE;Sartén;15;310;Monta las brochetas alternando pavo, piña y pimiento. Cocina a la plancha hasta que el pavo esté dorado y la piña caramelizada.;AOVE, Pavo, Pimiento, Piña;Fruta, Grasas, Proteína, Vegetal;Aceites, Carnes Blancas, Hortalizas, Ãcida
112C;Ensalada de espinacas y fresas;(1 puñado) espinacas, (5 uds) fresas, (30g) queso de cabra, (10g) nueces;Ensamblaje;5;260;Limpia las espinacas y corta las fresas. Mezcla con el queso desmenuzado y las nueces. Aliña con una reducción de vinagre balsámico (opcional).;Espinacas, Fresas, Nueces, Queso;Fruta, Grasas, Lácteo, Vegetal;Frutos Rojos, Frutos Secos, Hoja Verde, Quesos
113A;Gazpacho tradicional;(0.5kg) tomates maduros, (0.5 ud) pepino, (0.5 ud) pimiento verde, (1 diente) ajo, (2 cdas) AOVE, (1 cda) vinagre;Trituradora;15;180;Tritura todos los ingredientes hasta que quede una crema fina. Pasa por un colador si lo prefieres más suave. Sirve muy frío con tropezones de pepino.;AOVE, Ajo, Pepino, Pimiento, Tomate;Grasas, Vegetal;Aceites, Bulbos, Hortalizas
114A;Salmorejo sin pan;(0.5kg) tomates, (1 ud) huevo duro, (30g) jamón serrano, (2 cdas) AOVE;Trituradora;15;240;Tritura los tomates con el aceite y sal hasta que emulsione (puedes usar una pizca de zanahoria cocida para espesar). Sirve con huevo duro y jamón picado.;AOVE, Huevo, Tomate;Grasas, Proteína, Vegetal;Aceites, Hortalizas, Huevos
113C;Ternera y setas salteadas;(150g) ternera, (100g) setas, (2 dientes) ajo, (1 puñado) perejil;Sartén;12;340;Saltea los ajos laminados. Añade las setas y, cuando pierdan el agua, incorpora la ternera en tiras. Saltea a fuego vivo y termina con perejil.;Ajo, Setas, Ternera;Proteína, Vegetal;Bulbos, Carnes Rojas, Setas
114C;Carpaccio de calabacín y berenjena;(0.5 ud) calabacín, (0.5 ud) berenjena, (20g) parmesano, (1 cda) AOVE, limón;Sartén o Crudo;15;210;Corta las verduras en láminas casi transparentes. Pásalas vuelta y vuelta por la plancha (o déjalas macerar en limón si te gustan crudas). Aliña con aceite y lascas de parmesano.;AOVE, Berenjena, calabacín, limón;Fruta, Grasas, Vegetal;Aceites, Cítrico, Hortalizas
115A;Bacalao al estilo mediterráneo;(150g) bacalao, (1 cda) alcaparras, (5 uds) tomates cherry, (1 cda) AOVE, (1 diente) ajo;Sartén;15;310;Cocina el bacalao a la plancha. Añade los tomates cherry cortados por la mitad, las alcaparras y el ajo picado. Saltea 2 min para que los sabores se mezclen.;AOVE, Ajo, Bacalao, Tomate;Grasas, Proteína, Vegetal;Aceites, Bulbos, Hortalizas, Pescado Blanco
116A;Alitas de pollo con crema de pepino;(200g) alitas o pechuga, (1 ud) pepino, (2 cdas) yogur griego, (1 cda) eneldo;Horno o Sartén;25;360;Hornea las alitas hasta que estén crujientes. Para el dip, ralla el pepino, escúrrelo y mézclalo con el yogur y el eneldo. Usa el dip para mojar el pollo.;Pepino, Yogur;Lácteo, Vegetal;Hortalizas, Yogures
115C;Ensalada campera;(1 ud) patata cocida fría, (1 ud) huevo duro, (1 lata) atún, (0.5 ud) pimiento, (0.5 ud) cebolla;Ensamblaje;10;340;Corta la patata (mejor si es del día anterior) y el huevo. Mezcla con el pimiento, la cebolla y el atún. Aliña con AOVE y vinagre. Una cena completa y refrescante.;Atún, Cebolla, Huevo, Patata, Pimiento;Carbohidrato, Proteína, Vegetal;Bulbos, Hortalizas, Huevos, Pescado Azul, Tubérculos
116C;Cestitas de queso y ensalada;(30g) parmesano rallado, (100g) pollo, (1 puñado) lechuga, (2 uds) anchoas, (1 cda) yogur;Sartén y Ensamblaje;15;380;Pon el queso en una Sartén hasta que funda, dale forma de cesta sobre un vaso. Rellena con lechuga, pollo y una salsa hecha con yogur y las anchoas picadas.;Lechuga, Pollo, Yogur;Lácteo, Proteína, Vegetal;Carnes Blancas, Hoja Verde, Yogures
117A;Salteado de ternera y verduras;(150g) ternera, (1 ud) calabacín, (1 ud) zanahoria, (1 cda) soja, (1 cda) jengibre;Sartén;12;350;Corta la ternera y las verduras en bastones finos. Saltea a fuego muy fuerte con el jengibre. Añade la soja al final y remueve 1 min.;calabacín, Soja, Ternera, Zanahoria;Despensa, Proteína, Vegetal;Carnes Rojas, Hortalizas, Salsas
118A;Brochetas de sepia y langostinos;(100g) sepia, (6 uds) langostinos, (0.5 ud) limón, (1 diente) ajo;Sartén;15;290;Ensarta trozos de sepia y langostinos en brochetas. Cocina a la plancha con un majado de ajo, perejil y limón.;Ajo, Langostinos, limón, Sepia;Fruta, Proteína, Vegetal;Bulbos, Cítrico, Marisco
117C;Tacos de lechuga con carne;(150g) carne picada, (1 ud) cogollo de lechuga, (0.5 ud) cebolla, (al gusto) especias mexicanas;Sartén;15;320;Saltea la carne con cebolla y especias. Usa las hojas de lechuga más grandes como base (taco) y rellena con la carne.;Cebolla, Especias, Lechuga;Despensa, Vegetal;Bulbos, Condimentos, Hoja Verde
118C;Sopa de melón con jamón;(200g) melón maduro, (30g) jamón serrano, (1 cda) yogur natural;Trituradora;5;210;Tritura el melón con el yogur hasta que esté suave. Sirve muy frío con el jamón serrano picado por encima. Una cena hidratante y ligera.;Melón, Yogur;Fruta, Lácteo;Dulce, Yogures
